FAS OrgCode Name,FAS Budget Name,FAS Budget,Balancing Unit RefID,Cost Center RefID,Resource RefID,Fund RefID,Function RefID,Program RefID,Grant RefID,Stand-Alone Grant RefID,Gift RefID,,FAS Budget Status,FAS Budget Status Name,FAS Close to Budget,FAS Budget Type,FAS Budget Type Name,FAS Budget Class,FAS Budget Class Name,Conversion Row?,,Cost Center Name,,Program Name,,Stand-Alone Grant Name,Assignee RefID,Assignee Name,,Grant Name,,Gift Name,,Fund Name,Appropriation RefID,Appropriation Name,,Resource Name,,Function Name,Company RefID,Company Name,,Balancing Unit Name,linereference,Report Run Time
AQUATIC&FISHERY SCIENC,FISHERIES LAB FEES,69602,BU133,CC100948,RS100201,FD101,FN170,PG107286,,,,,1,Open to revenue and expenditures,      ,10,AUX ED ACTIV/SELF-SUST,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Services,,,AS107611,"Scherer, Sam (iamsams)",,,,,,Dedicated Local Fund,,,,Course Fee Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6802,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WDFW REVIEWS,69698,BU133,CC100950,RS100081,FD101,FN110,PG107617,,,,,1,Open to revenue and expenditures,      ,10,AUX ED ACTIV/SELF-SUST,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,,,,,Dedicated Local Fund,,,,Auxiliary - Educational Activity Resource,,Research - Basic,UW1861,University of Washington,,College of the Environment,6707,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,COASST OPERATIONS,99137,BU133,CC100950,RS100081,FD101,FN110,PG107278,,,,,1,Open to revenue and expenditures,      ,10,AUX ED ACTIV/SELF-SUST,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS)| COASST,,,AS105820,"Parrish, Julia (jparrish)",,,,,,Dedicated Local Fund,,,,Auxiliary - Educational Activity Resource,,Research - Basic,UW1861,University of Washington,,College of the Environment,6701,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,COASST SUSPENSE,99153,BU133,CC100950,RS100081,FD101,FN110,PG107278,,,,,1,Open to revenue and expenditures,      ,10,AUX ED ACTIV/SELF-SUST,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS)| COASST,,,AS105820,"Parrish, Julia (jparrish)",,,,,,Dedicated Local Fund,,,,Auxiliary - Educational Activity Resource,,Research - Basic,UW1861,University of Washington,,College of the Environment,6702,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,FISH GRAD NON-MAT FEES,99600,BU133,CC100948,RS100081,FD101,FN170,PG107286,,,,,1,Open to revenue and expenditures,      ,10,AUX ED ACTIV/SELF-SUST,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Student Services,,,AS107611,"Scherer, Sam (iamsams)",,,,,,Dedicated Local Fund,,,,Auxiliary - Educational Activity Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,6803,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,MOLEC ECOL RES LAB FEE,140017,BU133,CC101129,RS100073,FD123,FN130,PG107283,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Molecular Ecology Research Lab Fee,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Service and Recharge Centers- Molecular Ecology Research Lab Fee,,,AS105819,"Hauser, Lorenz (lhauser)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6794,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WA COOP TRANSPORTATION,140165,BU133,CC101131,RS100073,FD123,FN130,PG107283,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Washington Cooperative Transportation,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Service and Recharge Centers- Molecular Ecology Research Lab Fee,,,AS105877,"Converse, Sarah J (sconver)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6795,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,GRAPHIC DESIGN SVCS,140171,BU133,CC101127,RS100073,FD123,FN130,PG107283,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Graphic Design Service,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Service and Recharge Centers- Molecular Ecology Research Lab Fee,,,AS107617,"Schwartz, Cathy (cathys)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6796,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,FIELD PROGRAM SUPPORT,149189,BU133,CC100948,RS100364,FD134,FN170,PG107622,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Administrative,,,AS112849,"Foxworthy, Kenyon (kenyonf)",,,,,,Auxiliary Fund - Other,,,,Auxiliary Enterprise - Other Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,20675,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,FIELD PROGRAM SUPPORT,149189,BU133,CC100948,RS100364,FD134,FN170,PG117580,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Academic Operations,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Field Program Support - Aid Funds,,,,,,,,,,Auxiliary Fund - Other,,,,Auxiliary Enterprise - Other Resource,,Non-Research Scholarships and Fellowships,UW1861,University of Washington,,College of the Environment,69113,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ALASKA FIELD CAMP FEE,149412,BU133,CC101126,RS100073,FD123,FN130,PG107284,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Alaska Field Camp,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Service and Recharge Centers- Alaska Field Camp,,,AS107433,"Boatright, Chris (boat)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6799,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ALASKA FIELD EQIP RESV,149413,BU133,CC101126,RS100076,FD123,FN130,PG107284,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Alaska Field Camp,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Service and Recharge Centers- Alaska Field Camp,,,AS107433,"Boatright, Chris (boat)",,,,,,Service and Recharge Center Fund,,,,Equipment Reserve Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6800,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SAFS WA COOP BOATS,149484,BU133,CC101130,RS100073,FD123,FN130,PG107285,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Washington Cooperative Boats,,CoEnv | Aquatic and Fishery Sciences (SAFS)| Service and Recharge Centers- Washington Cooperative Boats,,,AS105877,"Converse, Sarah J (sconver)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6801,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,CMPND-SPEC ISO ANLYSIS,149667,BU133,CC101128,RS100073,FD123,FN130,PG107283,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Isotope Analysis,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Service and Recharge Centers- Molecular Ecology Research Lab Fee,,,AS105881,"Holtgrieve, Gordon W. (gholt)",,,,,,Service and Recharge Center Fund,,,,Center Operations Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6797,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,CMPND-SPEC ISO ANLYSIS,149668,BU133,CC101128,RS100076,FD123,FN130,PG107283,,,,,1,Open to revenue and expenditures,      ,11,SERVICE FUNDS,1,STAND ALONE SELF-SUST,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Isotope Analysis,,CoEnv | Aquatic and Fishery Sciences (SAFS) | Service and Recharge Centers- Molecular Ecology Research Lab Fee,,,AS105881,"Holtgrieve, Gordon W. (gholt)",,,,,,Service and Recharge Center Fund,,,,Equipment Reserve Resource,,Academic Support,UW1861,University of Washington,,College of the Environment,6798,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,NSF-ROL,610552,BU133,CC100950,RS100077,FD200,FN110,PG107267,GR006094,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Roberts, S.",,,AS105876,"Roberts, Steven (sr320)",,NSF-ROL - 61-0552 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6648,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG R_HCE-28_ESSINGTON,611292,BU133,CC900009,RS100077,FD200,FN110,,GR032788,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,YES,,College of the Environment - Default Cost Center (Conversion Only),,,,,,,,SG R_HCE-28_ESSINGTON - 61-1292 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,71590,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,OVERT,612683,BU133,CC100950,RS100077,FD200,FN120,PG107274,GR006839,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Tornabene, L.",,,AS105823,"Tornabene, Luke M. (ltorna1)",,OVERT - 61-2683 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Public Service,UW1861,University of Washington,,College of the Environment,6671,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,OVERT PARIC SUPPORT,612684,BU133,CC100950,RS100077,FD200,FN120,PG107274,GR006840,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Tornabene, L.",,,AS105823,"Tornabene, Luke M. (ltorna1)",,OVERT PARIC SUPPORT - 61-2684 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Public Service,UW1861,University of Washington,,College of the Environment,6672,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG_2017 SUB AQUA_YOUNG,613278,BU133,CC100950,RS100077,FD200,FN111,PG107619,GR007158,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Young, G.",,,AS108127,"Young, Graham (grahamy)",,SG_2017 SUB AQUA_YOUNG - 61-3278 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6678,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG HAUSER R_SFA-9,613795,BU133,CC100950,RS100077,FD200,FN110,PG107297,GR007464,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hauser, L.",,,,,,SG HAUSER R_SFA-9 - 61-3795 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6852,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG HAUSER R_SFA-9,613795,BU133,CC100950,RS100077,FD200,FN110,PG107297,GR007464,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Hauser, L.",,,AS105819,"Hauser, Lorenz (lhauser)",,SG HAUSER R_SFA-9 - 61-3795 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6853,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG NAISH R_HCE-20,613808,BU133,CC100950,RS100077,FD200,FN110,PG107299,GR007472,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Naish, K.",,,AS105873,"Naish, Kerry (knaish)",,SG NAISH R_HCE-20 - 61-3808 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6902,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG NAISH R_HCE-20,613808,BU133,CC100950,RS100077,FD200,FN110,,GR007472,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,,,,,,,SG NAISH R_HCE-20 - 61-3808 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,23859,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WRAC PUBLICATIONS,614255,BU133,CC100950,RS100077,FD200,FN110,PG107620,GR007726,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | WRAC,,,AS108127,"Young, Graham (grahamy)",,WRAC PUBLICATIONS - 61-4255 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6681,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WRAC PROJECT DEVELOP,614257,BU133,CC100950,RS100077,FD200,FN110,PG107620,GR007728,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | WRAC,,,AS108127,"Young, Graham (grahamy)",,WRAC PROJECT DEVELOP - 61-4257 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6682,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,SG NAISH FEL_R_HCE-20,614500,BU133,CC100950,RS100077,FD200,FN110,PG107299,GR007869,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Naish, K.",,,AS105873,"Naish, Kerry (knaish)",,SG NAISH FEL_R_HCE-20 - 61-4500 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6903,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,ANDROGEN AND OOGENESIS,614534,BU133,CC100950,RS100077,FD200,FN110,PG107619,GR007897,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Young, G.",,,AS108127,"Young, Graham (grahamy)",,ANDROGEN AND OOGENESIS - 61-4534 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6679,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,MESA ROV STUDY,615559,BU133,CC100950,RS100077,FD200,FN111,PG107617,GR008045,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,42,COOPERATIVE AGREEMENTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | COOP,,,AS105877,"Converse, Sarah J (sconver)",,MESA ROV STUDY - 61-5559 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Applied,UW1861,University of Washington,,College of the Environment,6710,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,DIVERSITY-DISEASE,616102,BU133,CC100950,RS100077,FD200,FN110,PG107303,GR008119,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Wood, C.",,,AS105821,"Wood, Chelsea L. (chelwood)",,DIVERSITY-DISEASE - 61-6102 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6928,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,DIVERSITY-DISEASE,616102,BU133,CC100950,RS100077,FD200,FN110,,GR008119,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,No,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,,,,,,,DIVERSITY-DISEASE - 61-6102 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,24314,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,WRAC 18 - 31ST,617476,BU133,CC100950,RS100077,FD200,FN110,PG107620,GR008345,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,CoEnv | Aquatic and Fishery Sciences (SAFS) | WRAC,,,AS108127,"Young, Graham (grahamy)",,WRAC 18 - 31ST - 61-7476 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6850,6/28/2023 8:28:39
AQUATIC&FISHERY SCIENC,PAC-ISLES,617706,BU133,CC100950,RS100077,FD200,FN110,PG107274,GR008386,,,,1,Open to revenue and expenditures,      ,5,GRANTS AND CONTRACTS,13,OTHER GRANTS,Yes,,CoEnv | Aquatic and Fishery Sciences (SAFS) - Research and Engagement Activities,,"CoEnv | Aquatic and Fishery Sciences (SAFS) | Faculty Labs- Tornabene, L.",,,AS105823,"Tornabene, Luke M. (ltorna1)",,PAC-ISLES - 61-7706 - 2021,,,,Grant Fund,,,,Federal Grant Resource,,Research: Basic,UW1861,University of Washington,,College of the Environment,6674,6/28/2023 8:28:39
